=== GL 226-001 non-BTB entries (TGL < 2026-01-01) ===
VOUCHER|TGL|KET|K|D|NET
200410115120101|12/30/2015 00:00:00|EVAP/COND FTS-150 12V - (203/07/2015) |0.000000|7055000.000000|-7055000.000000
200410115120107|12/30/2015 00:00:00|EVAP/COND FTS-100 24V - (128/05/2015) |0.000000|34650000.000000|-34650000.000000
200410115120103|12/30/2015 00:00:00|UNIT THERMO - 300 24V - (205/07/2015) |0.000000|54000000.000000|-54000000.000000
200410115120086|12/30/2015 00:00:00| toyo- (047/02/2015) |0.000000|6000000.000000|-6000000.000000
200410115120086|12/30/2015 00:00:00|toyo - (067) |0.000000|5390000.000000|-5390000.000000
200410115120086|12/30/2015 00:00:00|toyo - (044/02/2015) |0.000000|3080000.000000|-3080000.000000
200410115120105|12/30/2015 00:00:00|UNIT THERMO 300 24V - (212/07/2015) |0.000000|54000000.000000|-54000000.000000
200410115120086|12/30/2015 00:00:00|toyo - (056/02/2015) |0.000000|4620000.000000|-4620000.000000
200410115120103|12/30/2015 00:00:00|UNIT THERMO - 300 12V - (204/07/2015) |0.000000|27000000.000000|-27000000.000000
200410115120107|12/30/2015 00:00:00|EVAP/COND FTS-100 12V - (130/05/2015) |0.000000|18700000.000000|-18700000.000000
200410115120099|12/30/2015 00:00:00|UNIT THERMO - 300 24V - (213/07/2015) |0.000000|81000000.000000|-81000000.000000
200410115120086|12/30/2015 00:00:00|toyo - (043/02/2015) |0.000000|5775000.000000|-5775000.000000
200410115120101|12/30/2015 00:00:00|EVAP/COND FTS-100 12V - (201/07/2015) |0.000000|7480000.000000|-7480000.000000
200410115120107|12/30/2015 00:00:00|COND FAN ASSY KFB 155 S-10 12V - (151/05/2015) |0.000000|4620000.000000|-4620000.000000
200410115120086|12/30/2015 00:00:00|toyo - (048/02/2015) |0.000000|13631500.000000|-13631500.000000
200410115120107|12/30/2015 00:00:00|MESIN DIESEL YANMAR TF 85 - (132/05/2015) |0.000000|31800000.000000|-31800000.000000
200410115120101|12/30/2015 00:00:00|DIGITAL THERMOMETER SF-100P, PANEL CONTROL PLASTIK - (208/07/2015) |0.000000|5761800.000000|-5761800.000000
200410115120088|12/30/2015 00:00:00|TOYO - (070/03/2015) |0.000000|6200000.000000|-6200000.000000
200410115120107|12/30/2015 00:00:00|MOTOR ONLY 2623M - (145/05/2015) |0.000000|18480000.000000|-18480000.000000
200410115120101|12/30/2015 00:00:00|EVAP/COND FTS-100 12V - (215/07/2015) |0.000000|18700000.000000|-18700000.000000
200410115120106|12/30/2015 00:00:00|MOTOR ONLY 163M/263M, MOTOR ONLY EVAP THERMO 12V/24V - (193/06/2015) |0.000000|7700000.000000|-7700000.000000
200410115120086|12/30/2015 00:00:00|toyo - (035/02/2015) |0.000000|3850000.000000|-3850000.000000
200410115120107|12/30/2015 00:00:00|EVAP/COND FTS-100 12V - (146/05/2015) |0.000000|11220000.000000|-11220000.000000
200410115120107|12/30/2015 00:00:00|MOTOR FAN ASSY KFB 255 S-10 24V , MOTOR ONLY 2623M 24V - (126/05/2015) |0.000000|6930000.000000|-6930000.000000
200410115120088|12/30/2015 00:00:00| TOYO- (064/03/2015) |0.000000|9240000.000000|-9240000.000000
200410115120086|12/30/2015 00:00:00| toyo- (040/02/2015) |0.000000|4620000.000000|-4620000.000000
200410115120107|12/30/2015 00:00:00|MESIN DIESEL YANMAR TF 85 - (131/05/2015) |0.000000|31800000.000000|-31800000.000000
200410115120106|12/30/2015 00:00:00|COND FAN ASSY KFB 255 S-10 24V - (194/06/2015) |0.000000|4620000.000000|-4620000.000000
200410115120086|12/30/2015 00:00:00|toyo - (036/02/2015) |0.000000|3850000.000000|-3850000.000000
200410115120101|12/30/2015 00:00:00|EVAPORATOR FTS-100 12V, FTS-200 24V, FTS-200 12V, COND FIBER - (214/07/2015) |0.000000|25828000.000000|-25828000.000000
200410115120086|12/30/2015 00:00:00|toyo - (028/02/2015) |0.000000|2849000.000000|-2849000.000000
200410115120086|12/30/2015 00:00:00| toyo- (029/02/2015) |0.000000|2200000.000000|-2200000.000000
200410115120106|12/30/2015 00:00:00|EVAP/COND FTS-100 12V - (181/06/2015) |0.000000|33660000.000000|-33660000.000000
200410115120107|12/30/2015 00:00:00|EVAP/COND FTS-100 12V - (152/05/2015) |0.000000|3740000.000000|-3740000.000000
101PD160100011|01/01/2016 00:00:00|101PD160100011|900000.000000|0.000000|900000.000000
101PD160100005|01/01/2016 00:00:00|101PD160100005|7146.000000|0.000000|7146.000000
101PD160100007|01/01/2016 00:00:00|101PD160100007|10800000.000000|0.000000|10800000.000000
1011601MEMO0022|01/01/2016 00:00:00|Hutang Dagang - AJP Saldo Awal 2016|222350887.980000|0.000000|222350887.980000
101PD160100010|01/01/2016 00:00:00|101PD160100010|300000.000000|0.000000|300000.000000
101PD160100009|01/01/2016 00:00:00|101PD160100009|540000.000000|0.000000|540000.000000
101PD160100008|01/01/2016 00:00:00|101PD160100008|870000.000000|0.000000|870000.000000
101PD160100013|01/01/2016 00:00:00|101PD160100013|2900000.000000|0.000000|2900000.000000
101PD160100004|01/01/2016 00:00:00|101PD160100004|7146.000000|0.000000|7146.000000
101PD160100003|01/01/2016 00:00:00|101PD160100003|4800.000000|0.000000|4800.000000
101PD160100002|01/01/2016 00:00:00|101PD160100002|4701.600000|0.000000|4701.600000
101PD160100014|01/01/2016 00:00:00|101PD160100014|5100000.000000|0.000000|5100000.000000
101PD160100012|01/01/2016 00:00:00|101PD160100012|2220000.000000|0.000000|2220000.000000
101PD160100015|01/01/2016 00:00:00|101PD160100015|4350000.000000|0.000000|4350000.000000
101PD171200001|01/01/2016 00:00:00|101PD171200001|700000.000000|0.000000|700000.000000
101PD160100001|01/01/2016 00:00:00|101PD160100001|925820.000000|0.000000|925820.000000
200410116010030|01/05/2016 00:00:00|CV. MITRA ABADI SEJATI (098) - (098) |0.000000|29700000.000000|-29700000.000000
100310116010050|01/08/2016 00:00:00|Hutang Dagang  - ACCU INV.02263|0.000000|1330000.000000|-1330000.000000
100310116010063|01/11/2016 00:00:00|Hutang Dagang - ACCU YUASA INV.02285|0.000000|680000.000000|-680000.000000
200410116010087|01/12/2016 00:00:00|HarapanJalur Sejati - (HJS01)  Hutang Dagang |0.000000|27500000.000000|-27500000.000000
200410116010087|01/12/2016 00:00:00|TK.616B-240815, INV. 30007175, TAM.11.13.2015 - (3 Hutang Dagang |0.000000|1071360000.000000|-1071360000.000000
200410116010087|01/12/2016 00:00:00|TK.617-240815, INV. 30007176, TAM.11.09.2015 - (30 Hutang Dagang |0.000000|322480000.000000|-322480000.000000
100310116010097|01/15/2016 00:00:00| - (02309) |0.000000|665000.000000|-665000.000000
100310116010104|01/18/2016 00:00:00| - (02344) |0.000000|680000.000000|-680000.000000
100310116010116|01/19/2016 00:00:00| - (20814)  Hutang Dagang |0.000000|1425000.070000|-1425000.070000
200410116010034|01/20/2016 00:00:00|MULIA JAYA - (5037) |0.000000|11965000.000000|-11965000.000000
200410116010034|01/20/2016 00:00:00|MULIA JAYA - (5033) |0.000000|2316000.000000|-2316000.000000
200410116010034|01/20/2016 00:00:00|MULIA JAYA, INV 5006|0.000000|3750000.000000|-3750000.000000
200410116010034|01/20/2016 00:00:00|MULIA JAYA - (5048) |0.000000|6875000.000000|-6875000.000000
200410116010034|01/20/2016 00:00:00|MULIA JAYA  - (5013) |0.000000|5606000.000000|-5606000.000000
200410116010069|01/21/2016 00:00:00| - (003) |0.000000|3975000.000000|-3975000.000000
200410116010069|01/21/2016 00:00:00| - (23123) |0.000000|2212485.000000|-2212485.000000
200410116010054|01/22/2016 00:00:00|TK.617-240815, INV. 30007176, TAM.11.09.2015 - (30007176) |0.000000|1390000000.000000|-1390000000.000000
200410116010053|01/25/2016 00:00:00|TK.618-240815, INV. 30007177, TAM.11.10.2015 - (30007177) |0.000000|2135040000.000000|-2135040000.000000
200410116010053|01/25/2016 00:00:00|TK.617-240815, INV. 30007176, TAM.11.09.2015 - (30007176) |0.000000|422560000.000000|-422560000.000000
100310116010144|01/25/2016 00:00:00| - (1234)  Hutang Dagang |0.000000|957000.000000|-957000.000000
200410116010071|01/26/2016 00:00:00| - (004) |0.000000|4724999.890000|-4724999.890000
200410116010071|01/26/2016 00:00:00| - (520) |0.000000|2175000.000000|-2175000.000000
210510116010006|01/26/2016 00:00:00|TK.026-220115, INV.20150574-CTG, NO.025 - (20150574-CTG) |0.000000|17304944.000000|-17304944.000000
200410116010071|01/26/2016 00:00:00| - (BM01) |0.000000|1690000.000000|-1690000.000000
200410116010071|01/26/2016 00:00:00| - (005) |0.000000|5825000.000000|-5825000.000000
200410116010071|01/26/2016 00:00:00|H-TECH (2341) - (2341) |0.000000|4500000.000000|-4500000.000000
200410116010071|01/26/2016 00:00:00| - (2292) |0.000000|9250000.000000|-9250000.000000
210510116010003|01/26/2016 00:00:00|TK.202-170915,  INV. 30007172, TAM.11.03.2015 - (30007172) |0.000000|1609620000.000000|-1609620000.000000
200410116010052|01/29/2016 00:00:00|TK.619-250815, INV. 30007178, TAM.11.11.2015 - (30|0.000000|1067520000.000000|-1067520000.000000
200410116010045|01/31/2016 00:00:00|TAM/35/IX/15|0.000000|2500000.000000|-2500000.000000
200410116010045|01/31/2016 00:00:00|THERMO ASRI MULYO, PT (TS/19/VIII/15) - (TS/19/VIII/15) |0.000000|2500000.000000|-2500000.000000
200410116010045|01/31/2016 00:00:00|PT. THERMO ASRI MULYO (TAM/55/IX/15) - (TAM/55/IX/15) |0.000000|2500000.000000|-2500000.000000
200410116010045|01/31/2016 00:00:00|PT. THERMO ASRI MULYO (TS/23/VIII/15) - (TS/23/VIII/15) |0.000000|2500000.000000|-2500000.000000
210510116020002|02/02/2016 00:00:00|TK.030-171215, INV. 5028819, NO. 028, 029 - (5028819)  Hutang Dagang |0.000000|133192676.500000|-133192676.500000
200410116020132|02/02/2016 00:00:00|TY.100-270116, INV. DKR120160127-02,  - (DKR120160|0.000000|737163750.000000|-737163750.000000
200410116020116|02/02/2016 00:00:00| - (5105) |0.000000|33355000.000000|-33355000.000000
200410116020086|02/02/2016 00:00:00|MULIA JAYA - (4998) |0.000000|1270000.000000|-1270000.000000
200410116020116|02/02/2016 00:00:00| - (5107) |0.000000|3841250.000000|-3841250.000000
210510116020002|02/02/2016 00:00:00|TK.028-161115, INV. 5028058, NO. 066, 067 - (5028058)  Hutang Dagang |0.000000|57890480.000000|-57890480.000000
200410116020086|02/02/2016 00:00:00|MULIA JAYA - (4994) |0.000000|3439751.460000|-3439751.460000
200410116020086|02/02/2016 00:00:00|MULIA JAYA - (4978) |0.000000|3748000.450000|-3748000.450000
200410116020086|02/02/2016 00:00:00|MULIA JAYA - (4993) |0.000000|4137500.000000|-4137500.000000
200410116020086|02/02/2016 00:00:00|MULIA JAYA - (4995) |0.000000|3340000.000000|-3340000.000000
200410116020086|02/02/2016 00:00:00|MULIA JAYA - (4976) |0.000000|12631505.920000|-12631505.920000
200410116020115|02/05/2016 00:00:00| - (AJ01)  Hutang Dagang |0.000000|1060000.000000|-1060000.000000
200410116020115|02/05/2016 00:00:00| - (006)  Hutang Dagang |0.000000|3855000.160000|-3855000.160000
200410116020115|02/05/2016 00:00:00| - (AJ02)  Hutang Dagang |0.000000|710000.000000|-710000.000000
200410116020120|02/11/2016 00:00:00| Mulia Jaya - (5204)  Hutang Dagang |0.000000|5808200.000000|-5808200.000000
200410116020120|02/11/2016 00:00:00| Mulia Jaya - (5203)  Hutang Dagang |0.000000|2250000.000000|-2250000.000000
200410116020120|02/11/2016 00:00:00| Mulia Jaya - (5202)  Hutang Dagang |0.000000|1415013.600000|-1415013.600000
200410116020120|02/11/2016 00:00:00|Mulia Jaya - (5146)  Hutang Dagang |0.000000|4367500.100000|-4367500.100000
200410116020121|02/11/2016 00:00:00|(TY001)  Hutang Dagang |0.000000|38205000.000000|-38205000.000000
200410116020093|02/12/2016 00:00:00|TK 204 - 171115, INV. 30007277 & TK 205 - 171115, INV. 30007283, TAM.0101.2016 - (30007277 - 7283) |0.000000|736083000.000000|-736083000.000000
100310116020084|02/12/2016 00:00:00| - (02533)  Hutang Dagang |0.000000|1360000.000000|-1360000.000000
200410116020122|02/16/2016 00:00:00|THERMO ASRI MULYO, PT (TAM/37/I/16) - (TAM/37/I/16 Hutang Dagang |0.000000|2500000.000000|-2500000.000000
200410116020122|02/16/2016 00:00:00| - (007)  Hutang Dagang |0.000000|3835000.000000|-3835000.000000
200410116020122|02/16/2016 00:00:00| - (5135)  Hutang Dagang |0.000000|3625000.000000|-3625000.000000
200410116020122|02/16/2016 00:00:00| - (5128)  Hutang Dagang |0.000000|5372000.100000|-5372000.100000
200410116020122|02/16/2016 00:00:00| - (1255)  Hutang Dagang |0.000000|1155000.000000|-1155000.000000
200410116020122|02/16/2016 00:00:00| - (5131)  Hutang Dagang |0.000000|6475000.000000|-6475000.000000
100310116020105|02/18/2016 00:00:00| - (1267)  Hutang Dagang |0.000000|2640000.000000|-2640000.000000
100310116020114|02/18/2016 00:00:00| - (AR01)  Hutang Dagang |0.000000|3100000.000000|-3100000.000000
100310116020172|02/18/2016 00:00:00|ALAM JAYA (AJ19)  - (AJ19)  Hutang Dagang |0.000000|1590000.000000|-1590000.000000
100310116020172|02/18/2016 00:00:00|ALAM JAYA (AJ020) PO NO. 46/TAM/I/2016 - (AJ020)  Hutang Dagang |0.000000|630000.000000|-630000.000000
200410116020092|02/24/2016 00:00:00|CV. MITRA ABADI SEJATI  - (158/MAS-PRO) |0.000000|32340000.000000|-32340000.000000
200410116020092|02/24/2016 00:00:00|CV. MITRA ABADI SEJATI  - (157/MAS-PRO) |0.000000|32340000.000000|-32340000.000000
200410116020091|02/25/2016 00:00:00|MULIA JAYA - (5104) |0.000000|21125000.000000|-21125000.000000
200410116020090|02/25/2016 00:00:00|MULIA JAYA - (5059) |0.000000|1939000.000000|-1939000.000000
200410116020091|02/25/2016 00:00:00|MULIA JAYA - (5084) |0.000000|2375000.000000|-2375000.000000
200410116020090|02/25/2016 00:00:00|MULIA JAYA - (5080) |0.000000|3422500.000000|-3422500.000000
200410116020090|02/25/2016 00:00:00| MULIA JAYA- (5068) |0.000000|5475000.300000|-5475000.300000
200410116020090|02/25/2016 00:00:00|MULIA JAYA - (5060) |0.000000|1710000.140000|-1710000.140000
200410116020091|02/25/2016 00:00:00| MULIA JAYA- (5085) |0.000000|2166250.000000|-2166250.000000
200410116020091|02/25/2016 00:00:00|MULIA JAYA- (5103) |0.000000|7420000.000000|-7420000.000000
200410116020090|02/25/2016 00:00:00|MULIA JAYA - (5053) |0.000000|5343000.260000|-5343000.260000
200410116020090|02/25/2016 00:00:00|MULIA JAYA - (5047) |0.000000|1495500.840000|-1495500.840000
200410116020091|02/25/2016 00:00:00|MULIA JAYA - (5102) |0.000000|5623001.290000|-5623001.290000
200410116020091|02/25/2016 00:00:00| MULIA JAYA- (5075) |0.000000|1950000.080000|-1950000.080000
100310116020169|02/29/2016 00:00:00|Hutang Dagang - (2458)  H - Tech |0.000000|800000.000000|-800000.000000
200410116080002|02/29/2016 00:00:00|TK 203 - 1709515, INV. 30007278, TAM.01.03.1016 - |0.000000|2394180000.000000|-2394180000.000000
200410116080002|02/29/2016 00:00:00|TK 621 - 301115, INV. 30007281, TAM . 01.02.2016 - (30007281) |0.000000|263473000.000000|-263473000.000000
200410116080002|02/29/2016 00:00:00|TK 204 - 171115, INV. 30007277 & TK 205 - 171115, INV. 30007283, TAM.0101.2016 - (30007277 - 7283) |0.000000|209137000.000000|-209137000.000000
200410116080002|02/29/2016 00:00:00|TK.002-270116, INV. 5041621, NO. 016 - (5041621)  Hutang Dagang |0.000000|20797559.000000|-20797559.000000
100310116030021|03/01/2016 00:00:00| - (2693)  Hutang Dagang |0.000000|1360000.000000|-1360000.000000
100310116030026|03/01/2016 00:00:00| - (2699)  Hutang Dagang |0.000000|925000.000000|-925000.000000
100310116030036|03/03/2016 00:00:00| - (2718)  Hutang Dagang |0.000000|680000.000000|-680000.000000
200410116030154|03/07/2016 00:00:00| - (2673)  Hutang Dagang |0.000000|15000000.000000|-15000000.000000
200410116030154|03/07/2016 00:00:00| - (5224)  Hutang Dagang |0.000000|5400000.000000|-5400000.000000
200410116030154|03/07/2016 00:00:00| - (5207)  Hutang Dagang |0.000000|3235500.000000|-3235500.000000
200410116030154|03/07/2016 00:00:00| - (5217)  Hutang Dagang |0.000000|2873500.150000|-2873500.150000
200410116030154|03/07/2016 00:00:00| - (5232)  Hutang Dagang |0.000000|6867500.180000|-6867500.180000
200410116030154|03/07/2016 00:00:00| - (5210)  Hutang Dagang |0.000000|2515000.000000|-2515000.000000
200410116030094|03/08/2016 00:00:00| (228/08/2015) |0.000000|6280000.000000|-6280000.000000
200410116030094|03/08/2016 00:00:00|TOYO - (223/07/2015) |0.000000|27787500.000000|-27787500.000000
200410116030094|03/08/2016 00:00:00|TOYOP, PEMBELIAN UNIT FTS-200 - (227/08/2015) |0.000000|29590000.000000|-29590000.000000
200410116030094|03/08/2016 00:00:00| (217/07/2015) |0.000000|4273500.000000|-4273500.000000
200410116030094|03/08/2016 00:00:00| TOYO- (226/08/2015) |0.000000|3980000.000000|-3980000.000000
200410116030094|03/08/2016 00:00:00| TOYO- (225/07/2015) |0.000000|14960000.000000|-14960000.000000
200410116030094|03/08/2016 00:00:00|TOYO - (224/07/2015) |0.000000|6840000.000000|-6840000.000000
100310116030057|03/08/2016 00:00:00| - (2760)  Hutang Dagang |0.000000|680000.000000|-680000.000000
200410116030094|03/08/2016 00:00:00| (216/07/2015) |0.000000|7550000.000000|-7550000.000000
100310116030068|03/10/2016 00:00:00| - (BM09)  Hutang Dagang |0.000000|680000.000000|-680000.000000
200410116030093|03/11/2016 00:00:00|NUGROHO - (081) |0.000000|9700000.000000|-9700000.000000
200410116030093|03/11/2016 00:00:00|NUGROHO - (080) |0.000000|9150000.000000|-9150000.000000
100310116030076|03/11/2016 00:00:00| - (21006)  Hutang Dagang |0.000000|2212485.000000|-2212485.000000
1011603DP002|03/14/2016 00:00:00|Bayar Hutang dari DP 16012004P044 (DKR120160127-02)|0.000000|125477500.000000|-125477500.000000
200410116030090|03/16/2016 00:00:00|266/09/2015 |0.000000|9240000.000000|-9240000.000000
200410116030087|03/16/2016 00:00:00|(235 )|0.000000|7480000.000000|-7480000.000000
200410116030090|03/16/2016 00:00:00|268/09/2015 |0.000000|5970000.000000|-5970000.000000
200410116030089|03/16/2016 00:00:00|250/08/2015 THERMO 300 24V  - (250/08/2015) |0.000000|196000000.000000|-196000000.000000
1011603DP001|03/16/2016 00:00:00|Bayar Hutang dari DP 16012004P044 (DKR120160127-02)|0.000000|1147251250.000000|-1147251250.000000
200410116030090|03/16/2016 00:00:00|267/09/2015 |0.000000|1925000.000000|-1925000.000000
200410116030090|03/16/2016 00:00:00|253/08/2015 |0.000000|5192000.000000|-5192000.000000
200410116030090|03/16/2016 00:00:00|259/08/2015 |0.000000|10290000.000000|-10290000.000000
200410116030090|03/16/2016 00:00:00|261/08/2015 |0.000000|5555000.000000|-5555000.000000
200410116030087|03/16/2016 00:00:00| ( 246 )|0.000000|61920000.000000|-61920000.000000
200410116030087|03/16/2016 00:00:00| (236) |0.000000|9240000.000000|-9240000.000000
200410116030087|03/16/2016 00:00:00| (241) |0.000000|907500.000000|-907500.000000
200410116030090|03/16/2016 00:00:00|269/09/2015 |0.000000|9790000.000000|-9790000.000000
200410116030090|03/16/2016 00:00:00|256/08/2015 |0.000000|3300000.000000|-3300000.000000
100310116030095|03/16/2016 00:00:00| - (2788)  Hutang Dagang |0.000000|680000.000000|-680000.000000
200410116030090|03/16/2016 00:00:00|273/09/2015 |0.000000|2237000.000000|-2237000.000000
200410116030096|03/16/2016 00:00:00|PERDONI (16/JKT/FK0081) - (16/JKT/FK0081) |0.000000|14984200.000000|-14984200.000000
200410116030087|03/16/2016 00:00:00|(244) |0.000000|4620000.000000|-4620000.000000
200410116030090|03/16/2016 00:00:00|260/08/2015 |0.000000|5423000.000000|-5423000.000000
200410116030087|03/16/2016 00:00:00| (245) |0.000000|14353000.000000|-14353000.000000
200410116030090|03/16/2016 00:00:00|257/08/2015 |0.000000|4000000.000000|-4000000.000000
200410116030111|03/17/2016 00:00:00|FITTING 5/8" LURUS - (278/09/2015) |0.000000|962500.000000|-962500.000000
200410116030111|03/17/2016 00:00:00|EVAP/COND FTS-100 12V - (307/10/2015) |0.000000|3805000.000000|-3805000.000000
200410116030110|03/17/2016 00:00:00|MAGNETIC COIL TM-21 24V - (302/10/2015) |0.000000|994000.000000|-994000.000000
200410116030110|03/17/2016 00:00:00|MAGNETIC COIL TM-21 24V - (313/10/2015) |0.000000|962500.000000|-962500.000000
200410116030108|03/17/2016 00:00:00|COND FAN ASSY KFB 155 S-10 12V - (285/10/2015)  Hutang Dagang |0.000000|4620000.000000|-4620000.000000
200410116030130|03/17/2016 00:00:00|COMPRESSOR TM-21 24V - (349/12/2015)  Hutang Dagang |0.000000|4000000.000000|-4000000.000000
